" You're an impostor, young man, a schemer, a deceiver!"," Repeat the words again, and I run you through the body.", L64660, L64659,m28
" Chevalier, though I cannot say how, I believe you have cheated me."," I deny your Grace's accusations, and beg you to say how you have been cheated?", L64798, L64797,m28
 I don't know.," Your Grace owes me seventy thousand frederics, which I have honorably won.", L64800, L64799,m28
" Chevalier, if you will have your money now, you must fight for it. If you will be patient, maybe I will pay you something another time."," Your Grace, if I am so tame as to take this, then I must give up an honorable and lucrative occupation.", L64802, L64801,m28
" Where is my rascal, Lazlo?", I will let down the steps for your honor., L64831, L64830,m28
 Good gracious!  What is this?, You are going to drive to the frontier., L64833, L64832,m28
 It is shameful -- infamous!  I insist upon being put down at the Austrian ambassador's house.," I have orders to gag your honor if you cry out, and to give you this purse containing ten thousand frederics if you do not.", L64835, L64834,m28
 Ten thousand?  But the scoundrel owes me seventy thousand., Your honor must lower his voice., L64837, L64836,m28
 All Europe shall hear of this!, As you please., L64839, L64838,m28
 I have no luggage., The gentleman has nothing contraband., L64843, L64842,m28
 You are the young man who M. de Seebach recommended?," Yes, sir.  Here is my letter.", L64773, L64772,m28
 Your name is Lazlo Zilagyi?," Yes, sir.", L64775, L64774,m28
 You come highly recommended by Herr Seebach., Herr Seebach was a very kind employer., L64777, L64776,m28
 For whom else have you worked?," No one, sir.  Before that I served in the army but had to leave due to weakness of the loins.", L64779, L64778,m28
 Who else can give me information about you?, Only the agency of servants., L64781, L64780,m28
 And I think he was as much affected as I was at thus finding one of his kindred," I'd give five years of my life to see the old country again, the greenfields, and the river, and the old round tower, and the burying place.", L64788, L64787,m28
" The cards are now my only livelihood.  Sometimes I am in luck, and then I lay out my money in these trinkets you see.  It's property, look you, and the only way I have found of keeping a little about me. When the luck goes against me, why, my dear, my diamonds go to the pawnbrokers and I wear paste.  Do you understand the cards?"," I can play as soldiers do, but have no great skill.", L64791, L64790,m28
 But they will prevent a meeting at whatever the cost., Have no fear.  It will come out well for me., L64814, L64813,m28
 I believe they will deport you., I have faced that problem before., L64816, L64815,m28
" But, if they send you away, then what is to become of me?"," Make your mind easy, you shall not be left behind, I warrant you.  Do take a last look at your barracks, make your mind easy, say a farewell to your friends in Berlin.  The dear souls, how they will weep when they hear you are out of the country, and, out of it, you shall go.", L64818, L64817,m28
" Gentlemen, I wish you a good day. Will you please go to the house from whence we set out this morning, and tell my man there to send my baggage on to Three Kings at Dresden?"," Then ordering fresh horses, the Chevalier set off on his journey for that capital.  I need not tell you that I was the Chevalier.", L64845, L64844,m28
" When the Duke of Courland brought fourteen lackeys each with bags of florins, and challenged our bank to play against the sealed bags, what did we ask?"," Sir, we have but eighty thousand florins in bank, or two hundred thousand at three months", L64874, L64873,m28
 It is distasteful to kill a scoundrel -- that should be work for a hangman., To risk one's life against such people is an imposition., L64909, L64908,m28
" I risk nothing, for I am certain to kill him.", Certain?, L64911, L64910,m28
" I entered here, monsieur, at a bad moment for you"," Certainly, monseigneur, does not Your Excellency consider her worthy of love?", L64894, L64893,m28
 Perfectly so," Very well!  Now that I know it, I will no longer love her.", L64896, L64895,m28
 Then you yield to me., On the instant.  Everyone must yield to such a nobleman as you., L64898, L64897,m28
 Very well, That is a trifle strong., L64900, L64899,m28
 No., Have you had one?, L64942, L64941,m28
 Never.," But, for a time... a passing fancy?", L64944, L64943,m28
 Not even that., How can I believe that there is not a man who has inspired desires in you?, L64946, L64945,m28
 Not one., Have you not a man whom you value?, L64948, L64947,m28
" That man has, perhaps, not yet been born.", What!  You have not met a man worthy of your attention?, L64950, L64949,m28
 Many worthy of attention, Then you have never loved?  Your heart is empty., L64952, L64951,m28
" Your word ""empty"" makes me laugh. Is it fortunate, or unfortunate?  If it is fortunate, I congratulate myself.  If it is unfortunate, I do not care, for I am not aware of it."," It is nonetheless a misfortune, and you will know it when you love.", L64954, L64953,m28
" But if, when I love, I am unhappy, I will know that my empty heart was my good fortune."," That is true, but it seems to me impossible that you should be unhappy in love.", L64956, L64955,m28
" It is only too possible.  Love requires a mutual harmony which is difficult, and it is even more difficult to make it last.", I agree, L64958, L64957,m28
" A man may need to do that, and find it amusing"," I believe you, and I see I must hasten to leave, for otherwise I shall become the unhappiest of men.", L64960, L64959,m28
 How so?," By loving you, with no hope of possessing you.", L64962, L64961,m28
 You want my heart?, It is my only object., L64964, L64963,m28
 To make me wretched in two weeks., To love you until death.  To subscribe to all your commands., L64966, L64965,m28
" The amusing thing is that you deceive me without knowing, if it is true that you love me."," Deceiving someone without knowing it is something new for me.  If I do not know it, I am innocent.", L64968, L64967,m28
 Be so good as to tell me with whom you think you are?," With a woman who is completely charming, be she a princess or a woman of the lowest condition, and who, regardless of her rank, will show me some kindness, tonight.", L64971, L64970,m28
 And if she does not choose to show you some kindness?, Then I will respectfully take leave of her., L64973, L64972,m28
 You will do as you please.  It seems to me that such a matter can hardly be discussed until after people know each other.  Do you not agree?, Yes -- but I am afraid of being deceived., L64975, L64974,m28
" Poor man.  And, for that reason, you want to begin where people end?"," I ask only a payment on account today -- after that, you will find me undemanding, obedient and discreet.", L64977, L64976,m28
 Will we always leave it at this?," Always, my dear one, never any further.  Love is a child to be pacified with trifles.  A full diet can only kill it.", L64979, L64978,m28
" I know better than you do.  Love wants a more substantial fare, and if it is stubbornly withheld, it withers away."," Our abstinence makes our love immortal.  If I loved you a quarter of an hour ago, now I should love you even more.  But I should love you less if you exhausted my joy by satisfying all my desires.", L64981, L64980,m28
" Let us give each other complete happiness, and let us be sure that as many times as we satisfy our desires, they will each time be born anew.", My husband has convinced me of the contrary., L64983, L64982,m28
" Shall I tell you something -- I believed what was called love came after the union -- and I was surprised when my husband, making me a woman, made me know it only by pain, unaccompanied by any pleasure. I saw that my imaginings had stood me in better stead.  And so we became only friends, seldom sleeping together and arousing no curiosity in each other, yet on good terms for a while, as whenever he wanted me, I was at his service, but since the offering was not seasoned with love, he found it tasteless, and seldom demanded it."," O, my dearest love.  Enough!  I beg you.  Stop believing in your experience.  You have never known love.  My very soul is leaving me! Catch it on your lips, and give me yours!", L64986, L64985,m28
" Without you, my dearest, I might have died without ever knowing love. Inexpressible love!  God of nature! Bitterness than which nothing is sweeter, sweetness than which nothing is more bitter.  Divine monster which can only be defined by paradoxes.", Let me give a thousand kisses to that heavenly mouth which has told me that I am happy., L64990, L64989,m28
" As soon as I saw you loved me, I was pleased, and I gave you every opportunity to fall more in love with me, being certain that, for my part, I would never love you.  But after our first kiss, I found that I had no power over myself.  I did not know that one kiss could matter so much."," We then spent an hour in the most eloquent silence except that, from time to time, her ladyship cried out:  ""Oh, my God.  Is it true -- I am not dreaming?""", L64992, L64991,m28
" My Lady Cosgrove's relationship with me was a singular one.  Her life was passed in a series of crack-brained sort of alternation between love and hatred for me.  We would quarrel for a fortnight, then we should be friends for a month together sometimes.  One day, I was joking her, and asking her whether she would take the water again, whether she had found another lover, and so forth.  She suddenly burst out into tears, and, after a while, said to me:"," Roderick, you know well enough that I have never loved but you!  Was I ever so wretched that a kind word from you did not make me happy? Ever so angry, but the least offer of good-will on your part did not bring me to your side?  Did I not give a sufficient proof of my affection for you in bestowing one of the finest fortunes of England upon you?  Have I repined or rebuked you for the way you have wasted it? No, I loved you too much and too fondly", L65164, L65163,m28
" Lady Cosgrove, you are an old fool.", Old fool!, L65194, L65193,m28
" I accept, but I insist on a wager. The loser must do whatever the winner pleases.", Agreed., L64445, L64444,m28
 I feel the ribbon., Then you must get it., L64450, L64449,m28
 Why are you shaking?, With pleasure at finding the ribbon., L64452, L64451,m28
" I hate Miss Clancy, you know I do! And I only danced with her because -- because -- the person with whom I intended to dance chose to be engaged the whole night.", I had not been in the room five minutes before I was engaged for every single set., L64461, L64460,m28
" Were you obliged to dance five times with Captain Best, and then stroll out with him into the garden?", I don't care a fig for Captain Best, L64463, L64462,m28
" But you refused me, Dorothy."," Oh!  I can dance with you any day, and to dance with your own cousin at a ball as if you could find no other partner.  Besides, Roderick, Captain Best's a man, and you are only a boy, and you haven't a guinea in the world.", L64465, L64464,m28
" If ever I meet him again, you shall see which is the best man of the two.  I'll fight him with sword or with pistol, captain as he is."," But Captain Best is already known as a valiant soldier, and is famous as a man of fashion in London.  It is mighty well of you to fight farmers' boys, but to fight an Englishman is a very different matter.", L64467, L64466,m28
" Suppose, now, Roderick, you, who are such a hero, was passing over the bridge and the enemy on the other side."," I'd draw my sword, and cut my way through them.", L64469, L64468,m28
" What, with me on the pillion?  Would you kill poor me?"," Well, then, I'll tell you what I'd do.  I'd jump Daisy into the river, and swim you both across, where no enemy could follow us.", L64471, L64470,m28
" Monster!  Your father was a tailor, and you are always thinking of the shop.  But I'll have my revenge, I will!  Roddy, will you see me insulted?"," Indeed, Miss Dorothy, I intend to have his blood as sure as my name's Roderick.", L64494, L64493,m28
" I am at your service, Mr. Cosgrove. How much do you wish to spend?", As much as possible., L65071, L65070,m28
