 Dad!, It's the model you've been saving up for. I wanted you to have it for your trip., L8444, L8443,m8
 Where are we going?, To take a picture., L8447, L8446,m8
" Thanks for everything, Dad.", You sure you don't want a ride to work?, L8450, L8449,m8
" I'm so sorry, honey..."," Daddy, he's coming back...Krueger's coming back.  Make them understand.", L8525, L8524,m8
 How was the meeting?, Sobering..., L8574, L8573,m8
 Very funny., Alice..., L8576, L8575,m8
 Since when are you such a smart shopper?, Since my little girl became a mom..., L8578, L8577,m8
 You disappointed in me?," No, I'm not.  I sort of hope it's a boy. Be nice to have a boy playing in the house again.", L8580, L8579,m8
 Alice!, I've got to go., L8780, L8779,m8
 No!  I won't have you running around in the middle of the night.  You're coming home., But Dad --, L8782, L8781,m8
" Hey, what's wrong with you -- let's see a smile.", Had kind of a long night., L8363, L8362,m8
" Dan keeping you up again?  Put a lock on that window, girl."," No, the Dan part was nice...", L8365, L8364,m8
" Good to see you again, Mr. Grey.  I've got to go find Dan."," Yeah, before they revoke his diploma.", L8394, L8393,m8
" It was no accident.  It was Krueger.  He used to get in through my dreams, but not anymore.  He's found some other way."," Alice, it's no dream.  I'm sorry...Dan's dead.", L8523, L8522,m8
" Have you visited the little boy on my floor?  Jacob, the one who looks kind of sad?", There aren't any little boys on your floor., L8546, L8545,m8
 Did everyone call everyone?, They're waiting for us...but let's keep this dream stuff between you and me., L8552, L8551,m8
 What's that got to do with it?, When Dan died you weren't even asleep. You said so.  End of story., L8565, L8564,m8
 It was just an accident.  Like with Dan., No accident.  I tried to warn all of you about Krueger., L8614, L8613,m8
" I don't understand what's happening. Krueger has to use my dreams, but he got to Dan and Greta while I was awake. How's he doing it?", Why don't you two stick to reality., L8621, L8620,m8
 You had me scared on the phone.  What's wrong with the baby?, I think Krueger's trying to do something to it., L8673, L8672,m8
" Oh, Alice...no.  Honey, I love you but you're going to have to get a hold of yourself...", Mark knows I'm not crazy.  Ask him to show you his hands., L8675, L8674,m8
" I really think you need to calm down now, okay?", I just can't figure out how he's getting in when I'm awake..., L8677, L8676,m8
" I am your friend, and I'm worried sick about you.  But, you're like a locked safe.  You've gotta start dealing with reality.", Krueger is reality., L8696, L8695,m8
 And so is your baby.  You've got more than just yourself to think of now!," What do you think I'm doing?  Look.  Whether you believe it or not, Krueger is back.  He's after the baby and if I don't try to do something about it, who will??", L8698, L8697,m8
 All I know is that you are not doing yourself or the baby any good by acting like a crazy woman.  Why don't you take off - leave Springwood and cool out somewhere for a while?," Goddamn it, Yvonne!  You don't just run away from this guy!  He finds you in your dreams.", L8700, L8699,m8
 Look...we're all tired.  None of us had any sleep since Friday night..., That's the only reason you're alive..., L8705, L8704,m8
 Are you alright?, Yeah...So that's him.  And you're not crazy., L8760, L8759,m8
 You think that's the place she's buried?, If they actually bothered to bury her., L8770, L8769,m8
 What?, Jacob.  We've got to get to Amanda before it's too late., L8776, L8775,m8
 But how are we gonna --, We've got to go to the asylum and find her body.  Mark said her soul's trapped with it -- that's why she can't come to me.  It must be!, L8778, L8777,m8
" You do good work, Alice.", So did Dan., L8817, L8816,m8
 He sure loves to stay awake., That's okay.  He's got the rest of his life to catch up on his sleep., L8819, L8818,m8
" Give up, Mark, it's hopeless.", I think I'm starting to wear her down.  Have some anyway., L8377, L8376,m8
 Not to mention the heartbreak of psoriasis.," Greta, come on.  One burger with me?", L8383, L8382,m8
 My dad's got this thing about drinking in the house., Well we gotta do something!, L8424, L8423,m8
 I've got to write some of this down., That's why it's my fault Dan's dead., L8557, L8556,m8
" Mark, are you okay?", Yeah.  I'm just aces., L8610, L8609,m8
 I want to talk to both you guys about Greta.  And...," I'm very fucking sorry, but Greta is dead today.  Could we interest you in someone else?", L8612, L8611,m8
 I thought about that., She must've fallen asleep at the table..., L8617, L8616,m8
 Then get out!, Mark!, L8627, L8626,m8
 Do you think I'm an idiot...for being in love with her?, Nobody thinks that., L8634, L8633,m8
" Maybe it was her mother who killed her, with all that Polly Perfect shit.", It wasn't her mother.  The only reason we're still here is that none of us has slept since the grad party., L8638, L8637,m8
 Tell me some more about this Krueger guy., Why don't I go make some coffee.  There's a lot to tell., L8640, L8639,m8
 Who's Jacob?, My baby!, L8664, L8663,m8
" Whoa, slow down.  How're you gonna hide from a guy like that, leave the planet?", I don't know!, L8668, L8667,m8
 Where are you going?, I'm going to see what else I can find out about Mr. Fred Krueger, L8671, L8670,m8
" I couldn't do that, Mark.  He's my last link with Dan...No, I want him.", Then we'll find another way., L8711, L8710,m8
 They think I'm nuts., That's their problem., L8733, L8732,m8
" No, it's our problem, Mark.  If I don't deal with this, they really might try to take Jacob.  You said she committed suicide?"," That's what the newspapers thought.  She spent the rest of her life in the asylum. After Krueger's trial she flipped out and hung herself, so they thought.", L8735, L8734,m8
 They couldn't prove it.  No body!  Nuns bumping themselves off is bad for business., But I've seen her grave., L8738, L8737,m8
 Poor woman..., No shit., L8741, L8740,m8
 I don't understand., She killed herself.  Her soul's gonna be in torment., L8743, L8742,m8
" Yeah, when are you gonna come to your senses?"," Next life.  Oh, what's that?", L8374, L8373,m8
 Meet me later.  Milkshakes.  Cherry pie. Banana splits.  And no mom!," Pimples, heartburn, cellulite... and no modeling career.", L8381, L8380,m8
" That club sucks, they card everybody. Let's just party at your place.", You know my mother -- get real.  What about Alice's?, L8422, L8421,m8
 He's right.  Sometimes I feel like I'm living with Melicertes., Who?, L8489, L8488,m8
 Oh man!  I could've gone all night without looking at that., I don't believe this... All that gore you paint in the comics and you're squeamish?, L8495, L8494,m8
 These things are wild...  What do you think?, Makes you look like a nun--, L8367, L8366,m8
" All right kids, I tell you what we're gonna do.  I've got swimming practice until six-thirty today...", Yeah..., L8426, L8425,m8
" Have another one, sounds like you need it."," Naah, I'm done.  Got to be on shift in a couple hours.  Aren't you going in?", L8483, L8482,m8
" Stop saying that, it's bullshit.", I want to talk about the baby., L8559, L8558,m8
 Look.  Dan's parents were pushing him. Pushing him hard.  He was bitching about it at the party last night.  He was under pressure.  We all are., Pushy parents can make you more than a bit crazy., L8563, L8562,m8
" Bottom line, Alice.  Anybody, supernatural or not, that wants to hurt you - he'll have to go through us first.", All of us.  Right?, L8571, L8570,m8
 Dan.  And he's taking Alice with him -- pretty good dive Yvonne.  You've been practicing.," Two hours a day, six days a week.", L8481, L8480,m8
 Vomit?, Faint., L8499, L8498,m8
" Why don't you shut up and let her talk! Two of us died in the last two days, does that strike you as particularly normal?!", Mark..., L8623, L8622,m8
" I'm not finished - I loved Greta.  A lot. And if maybe, just maybe, someone or some thing killed her, I'd like to hear about it!", I can't listen to this., L8625, L8624,m8
 It's okay.," Stick around, please?", L8630, L8629,m8
" You, too?", He invited me to his house last night., L8703, L8702,m8
" Great, great. That's fantastic.", It was on that night Karl met his destiny. And I met mine. Almost., L84021, L84020,m30
 Hey kid! Your friend just made himself a star., That's great., L84024, L84023,m30
 See! The big guy likes it.," I just saw the woman I'm going to marry, I know it. But then I lost her.", L84029, L84028,m30
 Tough break. Most men have to get married before they lose their wives., I'm going to spend the rest of my life looking for her. That or die alone., L84031, L84030,m30
" Jesus, kid.  Let me guess. Real pretty, blonde hair, blue hat?", Yes!, L84033, L84032,m30
 I know her uncle. Friends of the family., Who is she? Where does she live?, L84035, L84034,m30
 What do you mean? You don't even know me.," Sure I do. You were hot shit back in Hickville, but here in the real world, you got squat. You don't have a plan. You don't have a job. You don't have anything but the clothes on your back.", L84038, L84037,m30
 Someone stole my backpack.," Kid, you were a big fish in a small pond. This here is the ocean, and you're drowning. Take my advice and go back to Puddleville. You'll be happy there.", L84041, L84040,m30
" I don't have a job, but I would have a job if you gave me one. And I may not have much, but I have more determination than any man you're ever going to meet."," Sorry, kid. I don't do charity.", L84044, L84043,m30
" Didn't kill anything, did I?"," A few rabbits, but I think one of them was already dead.", L84061, L84060,m30
" I was wrong about you kid. You may not have much, but what you got, you got a lot of. You could get any girl.", There's only one I want., L84064, L84063,m30
" Her name is Sandra Templeton. She's going to Auburn. The semester's almost over, so you better hurry.", Thank you., L84066, L84065,m30
 Welcome to ya. What's your name?, Edward Bloom., L83881, L83880,m30
 Bloom like a flower?, Yes., L83883, L83882,m30
 You were expecting me?, Not yet., L83886, L83885,m30
 What is this place?," The town of Spectre. Best kept secret in Alabama. Says here you're from Ashton, right? Last person we had from Ashton was Norther Winslow.", L83893, L83892,m30
 The poet? What ever happened to him?," He's still here. Let me buy you a drink. I'll tell you all about it. Hell, I'll have him tell you.", L83895, L83894,m30
 Now tell me if that isn't the best pie you ever ate., It truly is., L83899, L83898,m30
 I have to leave. Tonight., Why?, L83937, L83936,m30
" This town is everything a man could ask for. And if I were to end up here, I'd consider myself lucky. But the fact is, I'm not ready to end up anywhere.", No one's ever left., L83939, L83938,m30
 You won't find a better place!, I don't expect to., L83943, L83942,m30
 Or are you too scared?, I'll go in right now and get that eye., L83729, L83728,m30
 Then do it.," Fine, I will.", L83731, L83730,m30
" Fine, you do it."," Fine, I'm doing it.", L83733, L83732,m30
 You get the eye?, I brought it., L83738, L83737,m30
 Bloom!, Don., L84091, L84090,m30
 What the hell are you doing? This is my girl. Mine!, I didn't know she belonged to anybody., L84093, L84092,m30
 Will.," Dr. Bennett. It's good to see you.  My wife, Josephine.", L83766, L83765,m30
 Can I see him?, Absolutely. Be good for you to talk to him., L83774, L83773,m30
" Glad to see you're not trying to have a heartfelt talk. It's one of my greatest annoyances, when people talk to those who can't hear them.", My father and I have an advantage. We never talk., L84355, L84354,m30
 How long have you known my father?, Thirty years. Maybe more., L84357, L84356,m30
 How would you describe him?, Five-eleven. One-eighty. Regulated hypertension.  How would his son describe him?, L84359, L84358,m30
 Did your father ever tell you about the day you were born?, A thousand times. He caught an uncatchable fish., L84361, L84360,m30
 Not that one. The real story. Did he ever tell you that?, No., L84363, L84362,m30
 Did you see that woman?, What did she look like?, L83920, L83919,m30
" Well, she... uh...", Was she nekkid?, L83922, L83921,m30
 Yeah.," It's not a woman, it's a fish. No one ever catches her.", L83924, L83923,m30
 How old are you?, Eighteen., L83928, L83927,m30
" I'm eight. That means when I'm eighteen, you'll be 28. And when I'm 28, you'll only be 38.", You're pretty good at arithmetic., L83930, L83929,m30
 How are you gonna make it without your shoes?, I suspect it will hurt a lot., L83941, L83940,m30
 Promise me you'll come back., I promise. Someday. When I'm really supposed to., L83945, L83944,m30
 You must be Edward Bloom., How did you know?, L84283, L84282,m30
 No one would come out here unless they had business. And no one would have business with me except for you. You're buying the town.," Apparently I've overlooked this one piece of it, and I'd like to remedy that. You see, in order for the town to be preserved, the trust must own it in its entirety.", L84285, L84284,m30
 So I've heard.," I'll offer you more than it's worth. And you know you won't have to move. Nothing will change except the name on the deed, you have my word.", L84287, L84286,m30
" In so many words, yes."," Then I don't think so Mr. Bloom. If nothing is going to change, I'd just as soon it not change in the way it hasn't been changing all this time.", L84290, L84289,m30
 Helping people makes me happy., I'm not convinced you should be happy., L84294, L84293,m30
 You're Beamen's daughter. Your last name is different.  You married., I was 18. He was 28. Turns out that was a big difference., L84298, L84297,m30
" I won't be selling you this house, Mr. Bloom.", I see. I thank you for your time., L84300, L84299,m30
" It's okay, just leave it.", I can get it. I can just..., L84303, L84302,m30
" Lord, I'm sorry I...", Please. Go. Just go., L84305, L84304,m30
 I'll..., Go., L84307, L84306,m30
 Don't. Don't be embarrassed. I should never have let you think that...  I am in love with my wife., I know., L84315, L84314,m30
" And from the moment I saw her until the moment I die, she's the only one.", Lucky girl., L84317, L84316,m30
 Really.," You're lucky to get four words out of them in English. But if you were to walk through the jungle, you'd hear them speaking the most elaborate French. Those parrots talk about everything: politics, movies, fashion -- everything but religion.", L83958, L83957,m30
 Hi. How are you feeling?, I was dreaming., L83986, L83985,m30
" Means when you dream about something that's going to happen.  Like one night, I had a dream where this crow came and told me, ""Your Aunt is going to die."" I was so scared I woke up my parents. They told me it was just a dream, to go back to bed. But the next morning, my Aunt Stacy was dead.", That's terrible., L83990, L83989,m30
" Because see, my mother was banging the milkman."," No, I understand.", L83994, L83993,m30
 He was buttering her rolls. Pumping her churn. Splashing milk in her box., Stop., L83998, L83997,m30
 Spooning the sherbet., Can I take your picture?, L84002, L84001,m30
 You don't need a picture. Just look up handsome in the dictionary., Please?, L84004, L84003,m30
 That's because we didn't have a wedding. Your mother-in-law was never supposed to marry me. She was engaged to somebody else., I never knew., L84008, L84007,m30
 Will never told you that?  Probably just as well. He would have told it all wrong anyway. All the facts and none of the flavor.," Oh, so this is a tall tale?", L84010, L84009,m30
 I thought you said you didn't have a church wedding.," Well, we were all set to, but there was a complication.", L84108, L84107,m30
 Is it the medicine that's making you thirsty?," Truth is, I've been thirsty my whole life. Never really known why.", L84110, L84109,m30
 There was one time when I was eleven..., You were talking about your wedding., L84112, L84111,m30
" I didn't forget. I was just working on a tangent. See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.", I like your stories., L84114, L84113,m30
" Hardly two stories in the whole place. Now I've heard in real cities, they've got buildings so tall you can't even see the tops of 'em.", Really?, L83849, L83848,m30
" Wouldn't lie to you. And they've got all-you-can-eat buffets. You can eat a lot, can't you?", I can., L83851, L83850,m30
" You're just trying to get me to leave, aren't you? That's why they sent you here."," What's your name, Giant?", L83854, L83853,m30
 Karl.," Mine's Edward. And truthfully, I do want you to leave, Karl. But I want to leave with you.  You think this town is too small for you, well, it's too small for a man of my ambition. I can't see staying here a day longer.", L83856, L83855,m30
 You don't like it?, I love every square inch of it. But I can feel the edges closing in on me. A man's life can only grow to a certain size in a place like this.  So what do you say? Join me?, L83858, L83857,m30
 Okay., Okay., L83860, L83859,m30
 What did she say?, Beats me., L83869, L83868,m30
 You know anyone's who's taken it?," That poet, Norther Winslow did. He was going to Paris, France. He must have liked it, because no one ever heard from him again.  Tell you what. You take the other way and I'll cut through here. Meet you on the far side.", L83873, L83872,m30
 You're not trying to run away?," Just to be sure, you can take my pack.", L83875, L83874,m30
" You can see my predicament. My wedding ring, the symbol of fidelity to my wife, soon to be the mother of my child, was now lost in the gut of an uncatchable fish.", Make him stop., L83659, L83658,m30
" What, a father's not allowed to talk about his son?", I am a footnote in that story. I am the context for your great adventure. Which never happened! Incidentally! You were selling novelty products in Wichita the day I was born., L83671, L83670,m30
 Jesus Christ., Friend of yours? Did you help him out of a bind?, L83673, L83672,m30
" Come on, Will. Everyone likes that story."," No Dad, they don't. I do not like the story. Not anymore, not after a thousand times. I know all the punchlines, Dad. I can tell them as well as you can.  For one night, one night in your entire life, the universe does not revolve around Edward Bloom. It revolves around me and my wife. How can you not understand that?", L83675, L83674,m30
 The one about the witch., Your mom says I can't tell you that one anymore. You get nightmares., L83704, L83703,m30
 You --  -- are in for a surprise., Am I?, L83778, L83777,m30
" Having a kid changes everything. I mean, there's the diapers and the burping and the midnight feedings...", Did you do any of that?, L83780, L83779,m30
" No, but I hear it's terrible. Then you spend years trying to corrupt and mislead this child, fill its head with nonsense and still it turns out perfectly fine.", You think I'm up for it?, L83782, L83781,m30
 People needn't worry so much. It's not my time yet. This isn't how I go., Really., L83786, L83785,m30
 Truly. I saw it in The Eye., The Old Lady by the swamp., L83788, L83787,m30
 She was a witch.," No, she was old and probably senile. Maybe schizophrenic.", L83790, L83789,m30
 I saw my death in that eye. And this is not how it happens., So how does it happen?, L83792, L83791,m30
 There was this panhandler who used to stop me every morning when I came out of this coffee shop near the office., Okay., L83795, L83794,m30
" And every day I gave him a quarter. Every day. Then I got sick and was out for a couple of weeks. And when I went back there, you know what he said?", What did he say?, L83797, L83796,m30
 You owe me three-fifty., Really., L83799, L83798,m30
 When did you ever work in an office?, There's a lot you don't know about me., L83802, L83801,m30
" Dad, I'm hoping we can talk about some things while I'm here."," You mean, while I'm here.", L83806, L83805,m30
 Your mother hasn't been keeping up the pool. If you wanted to you could..., I will., L83809, L83808,m30
 You know where the chemicals are?," I used to do it when you were gone, remember? I used to do it a lot.", L83811, L83810,m30
 I thought you weren't dying., I said this isn't how I go. The last part is much more unusual. Trust me on that., L83814, L83813,m30
" Why not religion, Dad?", It's rude to talk about religion. You never know who you're going to offend., L83960, L83959,m30
 Josephine actually went to the Congo last year.," Oh, so you know.", L83962, L83961,m30
 Did I ever tell you about how..., Yes., L84166, L84165,m30
 The maple tree and the Buick. We heard it., I think someone hasn't., L84168, L84167,m30
 But the real story is how I got the car. You see..., Dad?, L84171, L84170,m30
 Son?, Can we talk?, L84173, L84172,m30
" Do you know much about icebergs, Dad?"," Do I? I saw an iceberg once. They were hauling it down to Texas for drinking water, only they didn't count on an elephant being frozen inside. The woolly kind. A mammoth.", L84177, L84176,m30
 Dad!, What?, L84179, L84178,m30
 I'm trying to make a metaphor here.," Then you shouldn't have started with a question. Because people want to answer questions. You should have started with, ""The thing about icebergs is...""", L84181, L84180,m30
 The thing about icebergs is you only see 10 percent of them. The other 90 percent is below the water where you can't see it. And that's what it is with you Dad. I'm only seeing this little bit that sticks above the water.," What, you're seeing down to my nose? My chin?", L84183, L84182,m30
 I have no idea who you are because you have never told me a single fact.," I've told you a thousand facts. That's all I do, Will. I tell stories.", L84185, L84184,m30
" You tell lies, Dad. You tell amusing lies. Stories are what you tell a five-year old at bedtime. They're not elaborate mythologies you maintain when your son is ten and fifteen and twenty and thirty. And the thing is, I believed you. I believed your stories so much longer than I should have. And then when I realized that everything you said was impossible -- everything! -- I felt like such a fool to have trusted you. You were like Santa Claus and the Easter Bunny combined. Just as charming and just as fake.", You think I'm fake., L84187, L84186,m30
" Dad, I'm about to have a kid of my own here. It would kill me if he went through his whole life never understanding me."," It would kill you, huh?", L84190, L84189,m30
" What do you want, Will? Who do you want me to be?"," Yourself. Good, bad, everything. Just show me who you are for once.", L84192, L84191,m30
 The river., The river?, L84370, L84369,m30
 Tell me how it happens., How what happens?, L84372, L84371,m30
" I can try, Dad. If you help. Just tell me how it starts.", Like this., L84377, L84376,m30
 Let's get out of here.," Somehow, you're better. Different. You're getting ready to go. And I say...", L84383, L84382,m30
 Where are we headed?, You say..., L84397, L84396,m30
 It's unbelievable., Story of my life., L84402, L84401,m30
 You become what you always were. A very big fish.  And that's the way it happens., Yes. Exactly., L84408, L84407,m30
 I'm sorry.," Don't need to apologize to me. I mean, I'm the luckiest person you're going to find today...", L84071, L84070,m30
 Oh.," But you're wrong. I do know you, at least by reputation. Edward Bloom from Ashton. See, I'm actually engaged to a boy from Ashton. Don Price. He was a few years older than you.", L84074, L84073,m30
 Daffodils?, They're your favorite flower., L84082, L84081,m30
 How did you get so many?, I called everywhere in five states and explained this was the only way I could get my wife to marry me., L84084, L84083,m30
 You don't even know me., I have the rest of my life to find out., L84086, L84085,m30
 How can I convince you to stop?, Go out with me., L84104, L84103,m30
 I was drying out., I see. We need to get you one of those plant misters. We can spray you like a fern., L84239, L84238,m30
 Wait! I need those!, There is no softer ground than town., L83903, L83902,m30
 I've been working on this poem for 12 years., Really., L83909, L83908,m30
 This is why you don't show work in progress.," Norther, do you ever regret not making it to Paris?", L83913, L83912,m30
