 Our Mission Profile calls for Discovery going to Saturn. True or false?, True., L4023, L4022,m3
 Our transit time is 257 days. Is that true?, That's true., L4025, L4024,m3
 That's true.," Approximately five years after we go into hibernation, the recovery vehicle will make rendezous with us and bring us back. Is this true?", L4029, L4028,m3
 That's true," There is no other purpose for this mission than to carry out a continuation of the space program, and to further our general knowledge of the planets. Is that true?", L4031, L4030,m3
 That's true.," Thank you very much, Hal.", L4033, L4032,m3
" Hal, have pod arms secure the component.", Roger., L4097, L4096,m3
" Five by five, Frank."," Hal, I'm going out now to replace the A.O. unit.", L4109, L4108,m3
 I understand.," Hal, maintain normal E.V.A. condition.", L4111, L4110,m3
 Roger.," Hal, check all airlock doors secure.", L4113, L4112,m3
 Pod Bay is decompressed. All doors are secure. You are free to open pod bay doors., Opening pod bay doors., L4119, L4118,m3
" Yes, Hal, what's up?", It looks like we have another bad A.O. unit. My FPC shows another impending failure., L4170, L4169,m3
" I know you did, Frank, but I assure you there was an impending failure.", Let me see the tracking alignment display., L4175, L4174,m3
 Do you have any idea of what is causing this fault?," Not really, Frank. I think there may be a flaw in the assembly procedure.", L4182, L4181,m3
 Appipulai Leeloo Minai.., Corn-i-Lius?, L5644, L5643,m5
 What're you laughing about?, Napoleon... small., L5674, L5673,m5
 The case..with the stones... Where is it?, San Agamat chay bet... envolet!, L5679, L5678,m5
 Ikset-kiba.  Me imanetaba oum dalat!, You know exactly where they are!, L5693, L5692,m5
" Vano da, mechteba?! Soun domo kala chon hammas!"," No, I'm not proud of myself... But we don't have the luxury of choice.", L5876, L5875,m5
 Akta dedero ansila do mektet., I can't pretend to be your husband... David's in great shape., L5890, L5889,m5
 ...We're saved!, I'm fucked!, L5711, L5710,m5
 Zorg. Jean-Baptiste Emmanuel Zorg... nice to see you again, I remember you now..the so called art dealer., L5738, L5737,m5
" I'm glad you got your memory back, Father... Because you're going to need it... Where are the stones?", ...Why on earth do the stones interest you?, L5740, L5739,m5
" Personally, they are of no interest to me, I'd rather sell weapons..but I have a customer... so tell me...", Even it I did know where the stones were I would never tell somebody like you., L5742, L5741,m5
 Why?  What's wrong with me?," ...I'm a priest! I'm here to serve life, All you want to do is destroy it.", L5744, L5743,m5
 ...would you like a drink?, No thank you., L5747, L5746,m5
" ...Look at all these little things... so busy all of a sudden. Notice how each one is useful. What a lovely ballet, so full of form and color.  So full of..life!", They are robots!, L5752, L5751,m5
" Father, by creating a little destruction, I am, in fact, encouraging life!  So, in reality, you and I are in the same business!", Destroying a glass is one thing..killing people with the weapons you produce is quite another., L5755, L5754,m5
" You are a monster, Zorg!", I know..., L5761, L5760,m5
" Excuse me, I'm looking for a priest.", Weddings are one floor down. Congratulations., L5614, L5613,m5
" She's not my bride, she's my fare. She's looking for this Vito Cornelius. According to the phone guide he lives here.", That's me.  But I don't know who she is... where did you find her?, L5616, L5615,m5
 Who are you?, I brought the girl remember?, L5621, L5620,m5
 He's a she!, You noticed..., L5625, L5624,m5
" There's not a moment to lose! Wake her up, but be gentle about it!  This woman is mankind's most precious possession! She is... perfect!", So you do know her., L5627, L5626,m5
" They all like this in your family, father?", She's an exception.., L5649, L5648,m5
 Thank you so much for your help Mr...?, Dallas. Korben Dallas., L5651, L5650,m5
 Yes. That's fine! Thank you very much. A thousand times over!," I might call to check up on her, you know... to see if she's better?", L5653, L5652,m5
" She's fine, really..don't you worry.. just needs some rest..she's had a very long trip.", I know. I was there when she arrived., L5655, L5654,m5
 Excuse me! Just one thing!  She said something to me a while ago and... I don't really get it... Akta Gamat?," It means, ""Never without my permission"".", L5657, L5656,m5
" I'm sorry to have to resort to such methods, but we heard about your good luck on he radio and we need the tickets to Fhloston.", Is that the usual way priests go on vacation?, L5827, L5826,m5
 We're not going on vacation..we're on a mission.., What kind of mission?, L5829, L5828,m5
 We have to save the world., Good luck.., L5831, L5830,m5
 Of course.," Father, I was in the Army for awhile and every time they told us we were on a mission to save the world the only thing that changed was I lost a lot of friends. So thanks for the offer.. but no thanks.", L5833, L5832,m5
 What are you doing?, Trying to save your ass so you can save the world., L5840, L5839,m5
 You're probably very angry with me and I quite understand. But I want you to know I'm fighting for a noble cause.," Yeah, I know... to save the world... but right now all I want to do is save Leeloo.", L6169, L6168,m5
 Leeloo's in trouble?, When is she not in trouble?, L6171, L6170,m5
 Don't tell me you don't know how all this works?," Theoretically, yes! The four Stones form the beam and the Fifth Element is supposed to stand in the middle there, but... I don't have the reference book. I've never seen the Stones work!", L6259, L6258,m5
 There's no light! You told me there were supposed to be four beams of light.," Yes, of course, but... The Stones are shut! They have to be open for it to work.", L6264, L6263,m5
" And you don't know how they open, is that what you are saying?", That's what I'm saying., L6266, L6265,m5
" Imagine for a moment that this. thing is not anything that can be identified because it prefers not to be, because it is the antithesis of all we are. Because it is evil.. TOTAL EVIL.", One more reason to shoot first eh?, L5464, L5463,m5
 Your theory is interesting Father but I don't think we have time to go into it right now!," Time is of no importance, Mr. President. Only life is important.", L5469, L5468,m5
" We have forty-eight hours, the time it needs to adapt itself to our living conditions.", And then?, L5509, L5508,m5
 Is there anything that can stop it?, Yes..thank God.., L5512, L5511,m5
 But what happens if instead of this... Ultimate Warrior... it is EVIL who stands here?, White turns to black.  Light to Dark. Life to Death.  For all eternity., L5516, L5515,m5
 Did you see that..thing..swallow our battleship like a gum drop?  You can't even tell me what it is! I ask you for options you give me bullshit. Give them permission to enter our territories with my warmest regards.," Thank you, Mr. President.", L5522, L5521,m5
 What are we going to do?," This is government business now. You ought to go home and get some rest, Father.", L5557, L5556,m5
 It's a miracle!!!, What is?, L5631, L5630,m5
" Father, will you please explain what's going on?"," The Supreme Being, the fifth element is here, in our parish!!! It's a miracle!!!", L5637, L5636,m5
 Father.  You sure she's the Supreme Being?, Absolutely sure There's the triple suns on her gloves!, L5647, L5646,m5
 What's she doing?," Learning our history! The last 5000 years that she missed! She's been out of circulation a while, you know.", L5672, L5671,m5
" Uh father, I know she's been through a lot... but the sacred stones..we don't have much time..", Yes. Of course.., L5676, L5675,m5
 There was this guy with a limp who came a month ago..said he was an art dealer ... Asking all these questions about the Sacred Stones..at the time I didn't think anything of it.. What was his name? I'm so bad with names..., I didn't know your size., L5687, L5686,m5
 They really made her..., Perfect., L5689, L5688,m5
 I got it!  Everything  here we need to know about Fhloston Paradise Hotel... and a detailed blueprint of the entire hotel!," Good work, my son.  Now all we need is a way to get there.", L5731, L5730,m5
 Where's Leeloo?, On the plane... with Mr. Dallas... the real one., L5912, L5911,m5
 You're all safe. Thanks be to God!," Later, David! Later! There's not a minute to lose!", L6252, L6251,m5
 You're a good man... She was right to have chosen you..., Who?, L6106, L6105,m5
 Leeloo... is... she's...," Yes, and more than that... You must give her the Stones, she's the only one who knows how to use them.", L6109, L6108,m5
 She was taught to love the life of others... but not her own. You have to teach her to love if you want her to truly live!," I'll help her, I promise, but I think you should tell me where the Stones are!", L6115, L6114,m5
 Do you love her?, I... I don't know! We hardly know each other... it takes time!, L6117, L6116,m5
 I don't have time... I need to know.," Listen, the last time I admitted to a woman I loved her ... I never saw her again.", L6119, L6118,m5
" I'm sorry, but... the Stones...", They are... with me..., L6124, L6123,m5
 Yeah?, Hey bud! Finger here., L5489, L5488,m5
" I love you too Major, but you haven't called me that since basic training.", I was talking to the cat., L5491, L5490,m5
" At least, the cat comes back.", You still pining for that two timing bitch. Forget her. There are a million women out there., L5494, L5493,m5
 I don't want a million - I just want one.  A perfect one., Don't exist bud., L5496, L5495,m5
 I just found a picture of you., How do I look?, L5498, L5497,m5
 I don't need one., You forgetting who sat next to you for a thousand missions. I know how you drive., L5502, L5501,m5
" Finger!  I'm driving a cab now, not a space fighter!!", How many points you got left on your license?, L5504, L5503,m5
 Uh... at least fifty., In your dreams! See you tonight!, L5506, L5505,m5
 Hello?, Hey bud...I'm waiting all day here., L5665, L5664,m5
 Finger..man..I'm sorry..listen..I was on the way over but I had a fare fall into my lap.. y'know one of those big fares you just can't resist..," So, just how big was this fare?", L5667, L5666,m5
 Uh huh..and I don't suppose you got the name of this..perfect fare.., Leeloo.., L5670, L5669,m5
" Akina delutan, nou-shan.", ...'Scuse me?, L5597, L5596,m5
 Daya deo dono Dato.  Dalutan!," It there's one thing I don't need advice on, it's how to drive.", L5606, L5605,m5
 ...Priest..., You're not that bad... Come on we'll get you to a doctor., L5610, L5609,m5
 Vito... Cor... Ni-lious... Priest..., Vito Cornelius?, L5612, L5611,m5
 Eto Akta Gamat!," I'm sorry, it's just that... I was told to wake you up gently, so I figured...", L5634, L5633,m5
 ...What's your name?, Leeloo Minai Lekarariba-Laminai-Tchai Ekbat De Sebat., L5639, L5638,m5
" Hey,  that's... cute... Do you have a nickname, something a little... shorter?", ...Leeloo., L5641, L5640,m5
 The Fifth Element..., Take them and put them in a safe place., L5421, L5420,m5
 Will the elements be gone now forever from this place?, When mankind comes to its senses. We will return., L5423, L5422,m5
" Knowing mankind as I do, that could take centuries!"," Time is of no importance, only life is important.", L5425, L5424,m5
 When EVIL returns so shall we.," We will be ready, Lord.", L5427, L5426,m5
 ...Hello?, You're the nastiest dirtbag I know in this stinking City!, L5778, L5777,m5
 Hi Ma...," I've been playing twice a week for 20 years, 20 years I've been eating those shitty croquettes.", L5780, L5779,m5
" Are you listening to me, you ingrate!", Yes ma.., L5783, L5782,m5
 Other than that... You all right?," ...And now you're making fun of me? I'm warning you! If you don't take me after all these years of sacrifice, I'll never forgive you!!", L5786, L5785,m5
" I'm coming!. Ma, what're you talking about?"," I get it! You want to make me beg, is that it?", L5788, L5787,m5
" You just won a trip, you dolt! Ten days in Fhloston Paradise for two!"," Ma. If I'd won, I'd know about it. Someone would have notified me.", L5791, L5790,m5
 Yeah?, Have you pulled yourself together?, L5881, L5880,m5
 Hello?, You little sleaze bag!, L6030, L6029,m5
 ...Ma???," Don't you ever ask me for another thing in my life again, you've killed your poor mother with your own hands!", L6032, L6031,m5
 Welcome on board Mr. Dallas.., How you doing this morning?  Sleep OK? I didn't., L5544, L5543,m5
 Fuel level 6.03..Propulsion 2x4..., I had the worst goddamn nightmare., L5546, L5545,m5
 You have nine points left on your license.., Thanks for reminding me.., L5548, L5547,m5
 I'm sorry.., This is a police control action.., L5835, L5834,m5
 30 seconds..., Anyone know how to release the lines on this crate?, L6209, L6208,m5
 6... 5..., Found it?, L6212, L6211,m5
 ...Hi., Does it get any better or what!, L5923, L5922,m5
" ...Quiver ladies, he's gonna set the world on fire right here from 5 to 7! You'll know everything there is to know about the D-man. His dreams, his desires, his most intimate of intimates.  And from what I'm looking at intimate is the stud muffin's middle name. So tell me my main man... you nervous in the service?", Uh... not really., L5925, L5924,m5
" I didn't come here to play Dumbo on the radio. So tomorrow between 5 and 7 give yourself a hand, that clear pal?", Crystal., L5934, L5933,m5
 My main man! Please don't leave me here alone. My head's killing me and my adoring fans are gonna tear me apart! Get me outta here!," I'll take you to the bar, after that, you're on your own.", L6021, L6020,m5
" Oh, yes! Do that! You treat me right, man. Tell me all about yourself, your roots, your personal life, your childhood dreams...", I don't think this is a good time..., L6023, L6022,m5
" ...You got brothers and sisters? What about your dad? Tell me about your dad! What was he like? Physically? Big, I suppose?"," Yeah, very big, a giant.", L6025, L6024,m5
 You don't do what I say... I'll waste you myself. Got it?, Got it..., L6133, L6132,m5
 Six to the left. One to the right., He's on vacation., L6157, L6156,m5
" Maybe we oughta be going, what do you think?", Not without Leeloo., L6184, L6183,m5
" Like Korben, can I have 30 seconds of your time here?", I'll be right back., L6191, L6190,m5
 You know how to fly this thing?, It's like a cab isn't it?, L6207, L6206,m5
 I don't even know what I'm looking for!, Fuck it! Hold tight!, L6214, L6213,m5
" Solid little jobs, aren't they?"," Dear listeners, your favorite DJ is alive and kicking. It's seven o'clock and time for the news. Tune in tomorrow for another adventure.", L6216, L6215,m5
 What did you say? What did you do?," Nothing! Swear to God, I didn't do nothing!", L6279, L6278,m5
 Is that all?, Yeah... then I sighed... like this., L6283, L6282,m5
" Major Dallas, if our calculations are correct you still have 57 hours owed to the Federal Army on your enlistment which is more than you will need for a mission of the utmost importance.", What mission?, L5795, L5794,m5
 To save the world., Where have I heard this song before?, L5797, L5796,m5
 You're to leave immediately for Fhloston Paradise. Retrieve four Stones from the Diva Plavalaguna. And bring them back with the utmost discretion as possible. Any questions'?, Just one... why me?, L5799, L5798,m5
 Two: Of all the members of your unit you were the most highly decorated., And the third one?, L5802, L5801,m5
 Don't you open your messages?, I've had enough good news for today, L5805, L5804,m5
 You couldn't come up with something a little more discreet?, Old tricks are the best tricks eh?, L5810, L5809,m5
 I'm not going., Why not?, L5812, L5811,m5
 ...Shit!, What is it?, L5816, L5815,m5
 It's my wife., I thought you were divorced., L5818, L5817,m5
" ...Sorry, General, but we've got no choice! It'll only take a minute! Let me set up another meeting and I'll be back.", Three of us will never fit in there!, L5821, L5820,m5
 Apipoulai!," I suppose that means ""Hi"" ?", L5825, L5824,m5
 Valo massa... Chacha hamas., Uh..you're welcome., L5859, L5858,m5
 You hear that?, Cornelius.., L5870, L5869,m5
 Dinoine chagantakat!, Took the words right out of my mouth. Go on... I'll be right with you.  It's our honeymoon. We're going to use the trip to get to know each other better., L5901, L5900,m5
 Apipoulai!, Not hard to find you...just follow the Chaos..., L5944, L5943,m5
 Love...," Yes! But ""love"" isn't the operative word here, PEACE is!", L5947, L5946,m5
 Sometimes you can't learn everything from a screen..sometimes it's better to ask someone who has experience.., What is... Make Love?, L5950, L5949,m5
 Finished what?, Learning language., L5955, L5954,m5
 Which one?, All 900., L5957, L5956,m5
 You learned 900 languages in five minutes?!," Yes! Now it's your turn! I learned your language, you have to learn mine!", L5959, L5958,m5
" I know how to say ""Hello"". Teach me how to say ""Good-bye"", that's all I need.", Apipoussan!, L5961, L5960,m5
 Apipoussan?," Good! Do you know how we say ""make love""?", L5963, L5962,m5
 Uh..., ...Hoppi-hoppa., L5965, L5964,m5
 Here we go again..., You know women normally change five times more than men., L6052, L6051,m5
 You get that off the screen?, Yes... you know there's a lot of differences between men women., L6054, L6053,m5
 You noticed..," OK, you can turn around!", L6056, L6055,m5
 Where you going?, I'm going to see the Diva sing. What's the matter?... Do I look bad?, L6058, L6057,m5
 I told you I need to work in peace. Remember? I need to concentrate., And you can't concentrate with me around?., L6063, L6062,m5
 You're nothing but a... a..., The words you're looking for weren't in the dictionary you studied. I won't be long., L6067, L6066,m5
 I'm so very sad.," Why? We did pretty well, wouldn't you say?", L6238, L6237,m5
 Five hundred wars... Arms... Drugs... Money... Everything you create is used to destroy..., I told you not to read all that crap!, L6240, L6239,m5
 Leeloo? The Stones! We have to open them! How does it work?, The wind blows... the fire burns..., L6268, L6267,m5
" I know all that, Leeloo! I'm talking about the Stones.", ...The rain falls..., L6270, L6269,m5
" It's up to you now, Angel!", I'm so tired..., L6290, L6289,m5
 You can sleep tomorrow... come on..., I want to sleep... forever..., L6292, L6291,m5
 What's the use of saving lives... when you see what you do with them!, You're right but there are lots of good things... beautiful things..., L6298, L6297,m5
 ...Like love..., Exactly., L6300, L6299,m5
 I have thousands of memories but none of them are mine... There is no need for me other than this. I'm immortal but I have no life.," Yes, you do! I need you. More than you can imagine! Stand up straight!", L6303, L6302,m5
 Why?... Why would you need me?, Because..., L6305, L6304,m5
 Tell me..., I love you..., L6309, L6308,m5
 Not going to open?, I've never gotten a message that wasn't bad news., L5723, L5722,m5
 How someone strong like you scared from a message? Is good news I sure!, The last two messages I got?  The first one was from my wife telling me she was leaving! And the second was from my lawyer telling me he was leaving too... with my wife., L5725, L5724,m5
 At least I won lunch., Good philosophy..see good in bad.. I like..I prepare number one dessert.. special for you and pussy.., L5729, L5728,m5
 The cash man!, Been here long?, L5532, L5531,m5
 Isn't that a Z140? Alleviated titanium. Neuro charged assault model?, Uh.., L5535, L5534,m5
 It's not?, You gotta push the little yellow button..., L5538, L5537,m5
 Thanks.., You're welcome.., L5540, L5539,m5
 This is all that survived?, Actually only one cell survived.., L5561, L5560,m5
